frn,provider_id,holding_company
0004326815,130142,Rural Communications Holding Corporation
0004326849,130142,Rural Communications Holding Corporation
0004326872,130142,Rural Communications Holding Corporation
0004327201,131445,"Wabash Telephone Cooperative, Inc."
0004327417,300192,"USConnect Holdings, Inc."
0004327961,130777,Manchester-Hartland Telephone Company
0004328118,130245,Chickasaw Holding Company
0004328134,150266,"Hanson Communications, Inc."
0004328340,130009,"LKN Communications, Inc."
0004328456,130656,"Interactive Services Network, Inc."
0004328472,131128,Roggen Telephone Cooperative Company
0004328654,130087,Ayersville Telephone Company
0004328688,130903,"New Knoxville Telephone Company/GoldStar Communications, LLC"
0004328704,130393,Daviess-Martin County Rural Telephone Corporation
0004329033,130010,"Action Communications, Inc."
0004329223,130416,Doylestown Telephone Company
0004329264,131161,"Waimana Enterprises, Inc."
0004329314,130065,Arapahoe Telephone Company
0004329330,130073,Arthur Mutual Telephone Company
0004329348,130114,BW Telcom
0004329538,130268,Citizens Telephone Corporation
0004329587,150266,"Hanson Communications, Inc."
0004329611,150266,"Hanson Communications, Inc."
0004329629,150266,"Hanson Communications, Inc."
0004329652,150266,"Hanson Communications, Inc."
0004329710,130289,Clear Creek Mutual Telephone Company
0004329785,130735,"Leonore Mutual Telephone Co., Inc."
0004329884,131165,Scatter Creek Ltd.
0004330007,131124,"Rochester Telephone Company, Inc."
0004330205,130139,Bloomingdale Home Telephone Company
0004330353,131165,Scatter Creek Ltd.
0004330387,130834,"Midwest Telecom of America, Inc."
0004330866,131050,Plainview Telephone Company Inc.
0004330874,130227,"Central Texas Telephone Cooperative, Inc."
0004330890,131050,Plainview Telephone Company Inc.
0004330908,130204,Cascade Communications Company
0004330940,130285,"Clarence Telephone Company, Inc."
0004330965,130207,Casey Mutual Telephone Company
0004331039,130693,Keystone Farmers Cooperative Telephone Company
0004331047,131328,"Thacker-Grigsby Telephone Company, Inc."
0004331062,130787,Massena Telephone Company
0004331070,130114,BW Telcom
0004331724,130945,"Northern Telephone Cooperative, Inc."
0004332128,130544,Glasford Telephone Company
0004332912,131124,"Rochester Telephone Company, Inc."
0004333035,130311,"Colorado Valley Telephone Cooperative, Inc."
0004333043,300192,"USConnect Holdings, Inc."
0004333050,130630,Huxley Communications Cooperative
0004333068,390066,"Lingo Management, LLC"
0004333266,131444,Wabash Mutual Telephone Company
0004333407,130152,Brazoria Telephone Company
0004333589,130352,"Cordova Telephone Cooperative, Inc."
0004333845,131235,"Spectrotel Holding Company, LLC"
0004334017,131168,Scio Mutual Telephone Association
0004334439,130399,Delhi Telephone Company
0004334538,190281,"OTZ Telephone Cooperative, Inc."
0004334918,130592,"Hartington Telecommunications Co., Inc."
0004334934,130044,"Alma Telecom, Inc."
0004334975,130142,Rural Communications Holding Corporation
0004335394,130538,"Germantown Telephone Company, Inc."
0004335873,130814,"MGW Communications, Inc."
0004336871,130290,Clear Lake Independent Telephone Company
0004337002,131245,"Spruce Knob Seneca Rocks Telephone, Inc."
0004337044,130940,Northeast Missouri Rural Telephone Company
0004337218,130976,Northland Telephone Systems
0004337283,130976,Northland Telephone Systems
0004337374,131021,The Peetz Cooperative Telephone Company
0004337523,210082,vCom Solutions
0004337648,150287,"Moapa Valley Telecommunications, Inc."
0004337689,130852,Monitor Cooperative Telephone Company
0004337721,130854,Monroe Telephone Company
0004338026,131388,Union River Telephone Company
0004338307,190150,FiberComm LC
0004338315,130877,Mutual Telephone Company (IA)
0004338489,130487,"Farmers Telephone Company, Inc."
0004338851,150225,Buckland Telephone Co.
0004339404,131365,Trenton Telephone Co.
0004339453,130012,Adams Telephone Co-Operative
0004339487,130012,Adams Telephone Co-Operative
0004339768,300113,Orange S.A.
0004339800,130106,Beehive Telephone Companies
0004339933,220001,Pacific Telecom Inc.
0004339982,130791,"Matanuska Telecom Association, Inc."
0004340410,160127,LICT Corporation
0004340949,130196,Canby Telephone Association
0004341285,131516,Yadkin Valley Telephone Membership Corporation
0004341798,140036,Fort Jennings Telephone Company
0004341830,130362,"CP-Tel Holdings, Inc."
0004341855,130362,"CP-Tel Holdings, Inc."
0004342473,130018,"Agri-Valley Communications, Inc."
0004342895,130140,"Bloomingdale Telephone Company, Inc."
0004344776,190233,"Hilliary Communications, LLC"
0004345880,190189,"Huntleigh Technology Group, Inc."
0004346474,130540,GEUS
0004349734,130292,"Clear Rate Communications, LLC"
0004350252,220001,Pacific Telecom Inc.
0004356952,130514,"Franklin Telephone Co., Inc."
0004359279,130380,Grayson Collin Electric Cooperative
0004359444,190404,"Westel, Inc."
0004360731,131090,"Range Telephone Cooperative, Inc."
0004362364,130684,"KanOkla Telephone Association, Inc."
0004362372,130825,"Mid-Plains Rural Telephone Cooperative, Inc."
0004362505,131126,Rock Port Telephone Company
0004364022,130673,James Valley Cooperative Telephone Company
0004365276,130083,"Atlas Telephone Company, Inc."
0004365318,130240,Cherokee Telephone Company
0004365334,130614,Hinton Holding Company
0004365664,130534,GCI Holdings LLC
0004371795,131225,Southeastern Indiana Rural Telephone Cooperative
0004372322,131310,"Telephone & Data Systems, incl. UScellular"
0004374039,130712,Lake Livingston Telephone Company
0004374047,130986,Oregon Telephone Corporation
0004374153,130269,"Citizens Telephone Company of Hammond NY, Inc."
0004374187,130269,"Citizens Telephone Company of Hammond NY, Inc."
0004379707,130071,"Armstrong Holdings, Inc."
0004379715,130071,"Armstrong Holdings, Inc."
0004379723,130071,"Armstrong Holdings, Inc."
0004379731,130071,"Armstrong Holdings, Inc."
0004379749,130071,"Armstrong Holdings, Inc."
0004380945,130875,Mulberry Cooperative Telephone Co. Inc.
0004380952,160127,LICT Corporation
0004380986,160127,LICT Corporation
0004381174,130196,Canby Telephone Association
0004381281,130681,"Kalida Telephone Company, Inc."
0004381323,130141,"Blossom Telephone Co., Inc."
0004381380,130569,"Great Plains Communications, Inc."
0004381422,130266,Citizens Telephone Cooperative (VA)
0004381505,130795,Court Square Capital Partners
0004381547,130206,Day Management Corporation
0004381729,130291,"Clear Lake Telephone Company, Inc."
0004383022,440062,"NexGen Integrated Communications, LLC"
0004384111,130420,"Dunbarton Telephone Company, Inc."
0004384517,131055,"Poka Lambro Telephone Cooperative, Inc."
0004384525,131055,"Poka Lambro Telephone Cooperative, Inc."
0004427803,130609,"Hickory Utility Services, Inc."
0004499034,130741,Liberty Latin America Ltd.
0004519732,130160,Bristol Bay Telephone Cooperative
0004523817,130431,"Eagle Telephone Systems, Inc."
0004528410,131247,"St. John Telephone, Inc."
0004529293,220002,"A+ Wireless, Inc."
0004530812,390061,Kit Carson Electric Cooperative Inc.
0004533105,131387,"UBTA-UBET Communications, Inc."
0004551347,250014,"Arbuckle Communications, LLC"
0004551529,410186,"City of Clarksville, Arkansas"
0004555595,130081,"ATN International, Inc."
0004560645,130136,Bledsoe Telephone Cooperative Inc.
0004561429,130851,"Mon-Cre Telephone Cooperative, Inc."
0004565057,290103,TELE-PAGE Inc.
0004579496,190020,"City of Albany, Georgia"
0004746863,131226,American Broadband Holding Company
0004759411,190431,City Utilities of Springfield
0004770475,130938,Northeast Iowa Telephone Company
0004770525,131613,Sully Telephone Association
0004776464,130477,Farmers Mutual Cooperative Telephone Company-Harlan
0004821989,320053,Illinois Electric Cooperative
0004837944,380059,Jackson County Rural Electric Membership Corporation
0004894739,350096,Southern California Edison Company
0004923934,430121,"Epic Touch Co., Inc."
0004924478,131296,"Taylor Telephone Cooperative, Inc."
0004924809,130037,"All West Communications, Inc."
0004924866,131218,"South Central Telephone Association, Inc."
0004925129,131029,"Peoples Rural Telephone Cooperative Corporation, Inc."
0004926796,131199,Skyline Telephone Membership Corporation
0004927802,160127,LICT Corporation
0004928255,131086,"Ragland Telephone Co., Inc."
0004928750,131362,"Townes Telecommunications, Inc."
0004928792,131362,"Townes Telecommunications, Inc."
0004929717,130148,Colonial Telephone Company
0004930350,130745,Lincolnville Telephone Company
0004930384,130745,Lincolnville Telephone Company
0004933032,130094,"Ballard Rural Telephone Cooperative Corporation, Inc."
0004933677,130578,"Guadalupe Valley Telephone Cooperative, Inc."
0004935730,130118,Beresford Municipal Telephone Company
0004937827,130874,"Mud Lake Telephone Cooperative Association, Inc."
0004939864,131487,Willard Telephone Company
0004940664,150250,DTC Holding Company
0004941142,131413,"Windstream Holdings, Inc."
0004942678,460024,"DCN, LLC"
0004942819,130178,"Burke's Garden Telephone Co., Inc."
0004943221,131031,Peoples Telephone Cooperative
0004948105,131310,"Telephone & Data Systems, incl. UScellular"
0004950937,130176,"Bulloch County Rural Telephone Cooperative, Inc."
0004953980,130312,Colton Telephone Company
0004955837,131363,"Traceroad, Inc."
0004956652,131175,Selectronics Corporation
0004957528,130511,Waldron Communication Company
0004961231,131211,"Consolidated Companies, Inc."
0004963088,290111,"Viasat, Inc."
0004963419,430181,"CIBL, Inc."
0004964227,130395,"Decatur Holding Company, Inc."
0004965141,360117,"Fusion Connect, Inc."
0004965380,131444,Wabash Mutual Telephone Company
0004965992,131413,"Windstream Holdings, Inc."
0004966099,131413,"Windstream Holdings, Inc."
0004966131,130322,"Community Antenna Service, Inc."
0004966149,130667,Ironton Telephone Company
0004966552,131413,"Windstream Holdings, Inc."
0004966594,131413,"Windstream Holdings, Inc."
0004967014,131413,"Windstream Holdings, Inc."
0004967030,131413,"Windstream Holdings, Inc."
0004967055,131413,"Windstream Holdings, Inc."
0004967337,131413,"Windstream Holdings, Inc."
0004967360,131413,"Windstream Holdings, Inc."
0004967600,131413,"Windstream Holdings, Inc."
0004967634,131413,"Windstream Holdings, Inc."
0004967683,131413,"Windstream Holdings, Inc."
0004967691,131413,"Windstream Holdings, Inc."
0004967725,131413,"Windstream Holdings, Inc."
0004967741,131413,"Windstream Holdings, Inc."
0004967774,131413,"Windstream Holdings, Inc."
0004967790,131413,"Windstream Holdings, Inc."
0004967808,131413,"Windstream Holdings, Inc."
0004967816,131413,"Windstream Holdings, Inc."
0004967840,131413,"Windstream Holdings, Inc."
0004969093,130233,Chapin Communications Corporation
0004970067,130597,"Hayneville Holding Company, Inc."
0004970711,130288,"Clay County Rural Telephone Cooperative, Inc."
0004972766,130602,Hemingford Cooperative Telephone Company
0004973301,130327,"Community Telephone Co., Inc."
0004975058,130614,Hinton Holding Company
0004975199,131194,"Siren Telephone Company, Inc."
0004975496,130690,"Atlas Connectivity, LLC"
0004976494,131423,Venus Telephone Corporation
0004976932,131431,Viola Holding Company
0004977997,280030,"inContact, Inc."
0004979555,131248,St. Paul Cooperative Telephone Association
0004979688,130271,City of Brookings Telephone Fund
0004980280,131329,The Champaign Telephone Company
0004980421,131272,"Sunflower Enterprises, Inc."
0004980611,330086,"LaHarpe Telephone Company, Inc. (IL)"
0004980843,130029,Alaska Power & Telephone Company
0004980876,130029,Alaska Power & Telephone Company
0004981114,131242,"Springcom, Inc."
0004983722,131076,"Public Service Communications, Inc."
0004983896,130534,GCI Holdings LLC
0004984670,131418,Vaughnsville Telephone Company
0004984761,130757,Long Lines
0004984837,460633,MTC Cable
0004985065,131520,Yeoman Telephone Company
0004985818,131900,"Cunningham Management, Inc."
0004986147,131413,"Windstream Holdings, Inc."
0004986410,130539,Gervais Telephone Company
0004991444,130081,"ATN International, Inc."
0004995429,130150,Brandenburg Communications Corp.
0004997516,131378,Otelco Inc.
0005000492,240022,CND Acquisition Corp.
0005000716,131038,Pine Belt Communications Co. Inc.
0005007992,190046,Beaver Valley Cable Company
0005009725,131257,"State Telephone Company, Inc."
0005010996,131359,"Totah Communications, Inc."
0005015391,131247,"St. John Telephone, Inc."
0005015409,131247,"St. John Telephone, Inc."
0005015607,130399,Delhi Telephone Company
0005016779,240012,Bryan Municipal Utilties
0005017298,131302,"Telapex, Inc."
0005017439,131250,"Stanton Telecom, Inc."
0005017751,350005,"Kcindur Communications, Inc."
0005020169,130964,"Nushagak Electric & Telephone Cooperative, Inc."
0005024641,190355,"Telecom One, Inc."
0005025101,130941,Northeast Nebraska Telephone Company
0005027941,150334,"WEHCO Video, Inc."
0005030200,430139,"Live Wire Networks, Inc."
0005041991,130624,HTC Holding Co.
0005043195,130892,"NetCarrier Telecom, Inc."
0005044375,360117,"Fusion Connect, Inc."
0005049895,130845,Minburn Telephone Company
0005050083,130238,Chazy & Westport Telephone Corp.
0005050141,131469,"Westelcom Network, Inc."
0005051560,130543,"Glandorf Telephone Co., Inc."
0005053251,130116,Benton Ridge Telephone Company
0005053632,130563,Grandview Mutual Telephone Company
0005057328,131378,Otelco Inc.
0005058292,131179,Sharon Telephone Company (IL & WI)
0005059092,440186,Direct Management Company
0005059779,130903,"New Knoxville Telephone Company/GoldStar Communications, LLC"
0005061189,130558,Granby Telephone Company
0005061387,130683,"KALTELCO, Inc."
0005061437,130597,"Hayneville Holding Company, Inc."
0005061544,130786,Mashell Inc.
0005061627,131157,Sand Creek Communications Company
0005062955,150119,Pattersonville Telephone Company (OH)
0005063078,130986,Oregon Telephone Corporation
0005063458,130847,Minford Telephone Company
0005066063,150266,"Hanson Communications, Inc."
0005067152,130908,"New Windsor Communications, Inc."
0005067186,131027,Pennsylvania Telephone Company
0005067228,130203,"Carr Communications, Inc."
0005067509,160135,"Ogden Communications, Inc."
0005067665,131493,Winn Telephone Company
0005069125,440000,"First American Holdings, Inc."
0005069232,130315,TOTE Holdings LLC
0005069299,131396,"MTE Holdings, LLC"
0005069935,150120,Mutual Telephone Company (KS)
0005070933,300192,"USConnect Holdings, Inc."
0005075403,130795,Court Square Capital Partners
0005075643,131183,"Sherwood Mutual Telephone Association, Inc."
0005076922,131108,"Smithville Holding Company, Inc."
0005077342,130557,"Grafton Communications, Inc."
0005079314,340029,BHT Investment Holdings LLC
0005080122,130810,"Mescalero Apache Telecom, Inc."
0005081542,131332,The Conneaut Telephone Company
0005081567,160127,LICT Corporation
0005082060,130902,"New Hope Telephone Cooperative, Inc. (AL)"
0005084769,131076,"Public Service Communications, Inc."
0005087002,130081,"ATN International, Inc."
0005089446,131413,"Windstream Holdings, Inc."
0005093018,130046,Alta Municipal Utilities
0005093224,130233,Chapin Communications Corporation
0005095104,440186,Direct Management Company
0005095856,131413,"Windstream Holdings, Inc."
0005097134,130993,"Firstlight Fiber, Inc."
0005097167,130993,"Firstlight Fiber, Inc."
0005097407,300135,SDN Communications
0005099619,160127,LICT Corporation
0005139662,130425,"Dobson Technologies, Inc."
0005156229,130658,"InterGlobe Communications, Inc."
0005209374,131426,"Vermont Telephone Company, Inc."
0005221866,131100,Reedsburg Utility Commission
0005257522,130208,"Cass Communications Management, Inc."
0005283221,130788,"Massillon Cable TV, Inc."
0005367115,130721,"Laurel Highland Total Communications, Inc."
0005373576,190281,"OTZ Telephone Cooperative, Inc."
0005386172,131413,"Windstream Holdings, Inc."
0005414842,240085,Scottsboro Electric Power Board
0005450507,310013,Blue Ridge Mountain Electric Membership Corporation
0005464532,131036,"Piedmont Rural Telephone Cooperative, Inc."
0005555925,131378,Otelco Inc.
0005622675,131409,"Valley Telecommunications Cooperative Association, Inc."
0005623244,131422,"Venture Communications Cooperative, Inc."
0005667076,340015,"Comelec Services, Inc."
0005671128,130035,Algona Municipal Utilities
0005769302,130193,"Cambridge Telephone Company, Inc."
0005781620,420146,"Victoria Electric Cooperative, Inc."
0005782289,130553,Gonthier Inc.
0005806872,300016,"Basin 2 Way Radio, Inc."
0005813316,210061,"Pavlov Media, Inc."
0005848759,290037,"Digital Connections, Inc."
0005859111,290101,"Telecom Management, Inc."
0005872015,130396,"DeKalb Telephone Cooperative, Inc."
0005901368,130464,"Etex Telephone Cooperative, Inc."
0005919022,130757,Long Lines
0005920509,180010,City of Auburn
0005937974,130077,AT&T Inc.
0005941547,131008,Panora Communications Cooperative
0006011472,190223,Lenox Municipal Utilities
0006013759,240047,Americell PA3 Limited Partnership
0006022602,230001,Pacific Telecom
0006033393,131170,Scott County Telephone Cooperative
0006052856,190198,"Interface Security Systems, LLC"
0006073647,300115,"DKSL, Inc."
0006074470,130263,Green Hills Telephone Corporation
0006093280,340082,"VoIPX International, Inc."
0006097711,130993,"Firstlight Fiber, Inc."
0006118814,190244,Minnesota Valley Television Improvement Corporation
0006126080,220069,City of Valparaiso
0006146120,190335,"Southern Ohio Communication Services, Inc."
0006155337,500060,Greeneville Energy Authority
0006163059,150272,Iowa Connect Inc.
0006178198,130079,"Radiate Holdings, LP"
0006210736,300083,Local Internet Service Company
0006221287,131302,"Telapex, Inc."
0006251136,330025,Uniti Group Inc.
0006259931,131148,Saddleback Communications Inc.
0006301592,130657,"InterBel Telephone Cooperative, Inc."
0006308548,440203,"Dialog Telecom, LLC"
0006309199,380050,"Great America Networks, Inc."
0006357826,131350,"Threshold Communications, Inc."
0006580518,131413,"Windstream Holdings, Inc."
0006662423,131347,The Toledo Telephone Company
0006682983,131011,"PATHWAYZ Communications, Inc."
0006694111,330025,Uniti Group Inc.
0006723936,131250,"Stanton Telecom, Inc."
0006745434,380024,"CallTower, Inc."
0006747703,240081,Reinbeck Municipal Telecommunications Utility
0006759815,320036,Easton Telecom Services LLC
0006761415,140064,"Defiance Holdings, LLC"
0006764575,130065,Arapahoe Telephone Company
0006764948,131223,"Southeast Nebraska Communications, Inc."
0006778914,131216,South Central Rural Telecommunications Cooperative Inc.
0006791602,300034,Communications Management Group LLC
0006794010,190127,AVOXI Holdco LLC
0006796643,130071,"Armstrong Holdings, Inc."
0006801401,130757,Long Lines
0006831713,210101,Xchange Telecom Corp.
0006833412,210091,"Broadband Dynamics, LLC"
0006875322,170011,"Airespring, Inc."
0006899793,390116,Taylor Electric Cooperative
0006900716,130269,"Citizens Telephone Company of Hammond NY, Inc."
0006925440,131378,Otelco Inc.
0006945950,130403,"T-Mobile USA, Inc."
0006965750,240064,Nelson County Cablevision Corp.
0006993901,190058,"Board of Water, Light & Sinking Fund Commissioners of the City of Dalton, GA"
0007011331,430175,White Cloud Networks
0007023948,131056,Polar Communication Mutual Aid Corporation
0007069867,190101,Community Cable Television Agency of O'Brien County
0007083470,310094,"Arrowhead Electric Cooperative, Inc."
0007096514,130989,Osage Municipal Utilities
0007096639,130889,Nelson Telephone Cooperative
0007097355,190373,"Towerstream, Inc."
0007099773,190004,"8x8, Inc."
0007117237,370088,PocketiNet Communications Inc.
0007129216,131226,American Broadband Holding Company
0007131121,190070,"CCI Systems, Inc."
0007170475,380013,"Anza Electric Cooperative, Inc."
0007183619,131010,Partner Communications Cooperative
0007196207,130043,Alma Communications Company
0007258973,130366,"NBVDS Investments, LLC"
0007266703,130387,Dakota Central Telecommunications Cooperative
0007282312,130804,Mediacom Communications Corp.
0007299654,270045,Getwireless.net
0007345754,131413,"Windstream Holdings, Inc."
0007389208,280078,"Horizon Cable TV, Inc."
0007415706,300085,"Tower Bridge Mobile Holdings, LLC"
0007427487,130755,"Logix Communications, LP"
0007435902,170012,"American Samoa Telecom, LLC"
0007437353,190408,BCM One Holding
0007452204,130416,Doylestown Telephone Company
0007458805,130140,"Bloomingdale Telephone Company, Inc."
0007472319,300150,"Stratus Networks, Inc."
0007491137,130218,Cedar Falls Municipal Communications Utility
0007494776,130335,"Consolidated Communications, Inc."
0007543713,470016,"City of Norway, Michigan"
0007556152,130150,Brandenburg Communications Corp.
0007566961,131016,"PCC Holdings, Inc."
0007573520,140092,"Twin Valley Management, Inc."
0007630791,190059,"Boycom Cablevision, Inc."
0007632375,200035,"Novolink Communications, Inc."
0007635584,250069,Satellite Operations Inc.
0007649882,190308,Cable TV of East Alabama
0007690258,130183,"Cable One, Inc."
0007719719,190146,"FastTrack Communications, Inc."
0007734387,130239,"Chequamegon Communications Cooperative, Inc."
0007738446,130996,"US Signal Company, LLC"
0007759517,130425,"Dobson Technologies, Inc."
0007761273,190305,"Quantum Telecommunications, Inc."
0007770084,130742,"Ligonier Telephone Co., Inc."
0007782840,440206,"Grid4 Communications, Inc."
0007802291,390120,Tennessee Independent Telecom Group LLC
0007864895,130427,"E. Ritter Communications Holdings, Inc."
0007877517,130032,"Albion Telephone Company, Inc."
0007911175,130667,Ironton Telephone Company
0007913569,310014,"Blue River Networks, Inc."
0008039323,240062,"Mountain Communications, LLC"
0008064941,440203,"Dialog Telecom, LLC"
0008095655,131167,"Schurz Communications, Inc."
0008113276,130711,"LaHarpe Telephone Company, Inc. (KS)"
0008114050,460060,Norwood Light Department Broadband Division
0008166795,210097,New Horizons Communications Corp.
0008181448,190003,"1stel, Inc."
0008188351,480091,"T-Metrics, Inc."
0008188633,180064,"Web Fire Communications, Inc."
0008197303,170058,Jackson Energy Authority
0008206997,130369,Crown Point Telephone Corporation
0008229783,190364,"TelNet Worldwide, Inc."
0008232423,190142,E-TEL
0008245839,130079,"Radiate Holdings, LP"
0008257156,130406,"Digital Agent, LLC"
0008267999,130283,City of Windom
0008270738,180012,"City of Elberton, Georgia"
0008288532,130757,Long Lines
0008293649,130037,"All West Communications, Inc."
0008295321,190284,Pacific Data Systems
0008308405,131090,"Range Telephone Cooperative, Inc."
0008343162,131413,"Windstream Holdings, Inc."
0008358285,131206,"Smartcom Telephone, LLC"
0008410102,130988,"Orlando Telephone Company, Inc."
0008424194,140001,"Access Cable Television, Inc."
0008437147,130234,Chariton Valley Telephone Corporation
0008437964,130400,"Dell Telephone Cooperative, Inc."
0008460081,131145,S&T Telephone Cooperative Association
0008515595,150316,Socket Telecom LLC
0008538555,370064,KEPS Technologies Inc.
0008590846,460000,"123.Net, Inc."
0008616757,240032,DayStarr LLC
0008669897,130130,Bixby Telephone Company
0008676975,130564,"Granite Telecommunications, LLC"
0008701773,130103,"Beamspeed, LLC"
0008702433,131378,Otelco Inc.
0008759771,130902,"New Hope Telephone Cooperative, Inc. (AL)"
0008814782,300005,"Acme Communications, Inc."
0008814816,130385,"D & P Communications, Inc."
0008830846,160127,LICT Corporation
0008845703,130774,"Mahaska Communication Group, LLC"
0008851867,380134,"Unified Communications, LC"
0008878308,240048,"Integrated Telemanagement Services, Inc."
0008879306,190331,"Smart Choice Communications, LLC"
0009008442,250027,City of Lebanon Utilities
0009009069,130278,City of San Bruno
0009118415,130425,"Dobson Technologies, Inc."
0009179409,131073,"Progressive Rural Telephone Co-Op., Inc."
0009180969,130785,Martelle Cooperative Telephone Association
0009234436,130398,Delcambre Telephone Co.
0009254095,320018,Brown Dog Networks LLC
0009260118,460048,"K-Powernet, LLC"
0009281262,131303,"TelAtlantic, Inc."
0009329830,131349,Three River Telco
0009361080,190015,"Aeneas Communications, LLC"
0009405531,130030,"Covington Electric Cooperative, Inc."
0009470766,180032,"Home Town Cable TV, LLC"
0009484890,130647,"Info-Ed, Inc."
0009485343,130266,Citizens Telephone Cooperative (VA)
0009485921,130487,"Farmers Telephone Company, Inc."
0009558909,190123,"DigitalPath, Inc."
0009568379,410085,Roseau Electric Cooperative
0009572884,130081,"ATN International, Inc."
0009588377,130264,Citizens Telephone Company of Kecksburg
0009598616,300186,ICS Advanced Technologies
0009599770,310018,"CCT Telecommunications, Inc."
0009611385,190506,"Cyber Mesa Computer Systems, Inc."
0009625609,130795,Court Square Capital Partners
0009633983,270011,"Alyrica Networks, Inc."
0009635731,190311,Razzolink Inc.
0009654989,360084,"Telengy, LLC"
0009700188,130311,"Colorado Valley Telephone Cooperative, Inc."
0009700592,131361,Town of Shrewsbury
0009719931,270024,City of Wyandotte
0009729393,130641,Independence Light and Power
0009747114,400121,"Tel Tec, Inc."
0009750324,250031,"Conterra Ultra Broadband Holdings, Inc."
0009764655,130695,Killduff Telephone Company
0009795329,130524,"Ganado Telephone Company, Inc."
0009806019,130813,Metropolitan Telecommunications Holding Company
0009807272,190125,DMR Communications
0009828450,130856,Griggs County Telephone Company
0009846494,130623,"Hotwire Communications, Ltd."
0009873712,131103,"Reserve Holdings, Inc."
0009923020,480068,"Orion CableSystems, Inc."
0009965104,130784,"Martell Enterprises, Inc."
0010000172,140036,Fort Jennings Telephone Company
0010039147,390027,"Communication Construction Services, Inc."
0010103745,131319,"TerraCom, Inc./YourTel America"
0010104388,131283,Surry Telephone Membership Corporation
0010116861,210024,"CyberNet Communications, Inc."
0010159515,240096,"United World Telecom, LC"
0010211167,160151,"Southeastern Services, Inc."
0010271377,190219,Lafayette City Parish Consolidated Government
0010281095,260023,Beijing Net263 Network Technology Ltd
0010291540,410084,"Reynolds Media, Inc."
0010296853,131413,"Windstream Holdings, Inc."
0010322352,460675,Sac and Fox Tribe of the Mississippi in Iowa
0010436087,130627,"Hughes Network Systems, LLC"
0010480093,131167,"Schurz Communications, Inc."
0010480978,190504,Allo Communications LLC
0010508232,470003,"All-Mode Communications, Inc."
0010522506,130636,IDT Corporation
0010522530,200008,"BendTel, Inc."
0010568673,190405,Westfield Gas & Electric
0010601185,190256,Foremost Telecommunications Corporation
0010626414,130705,Kraus Electronics Systems Inc.
0010632743,450034,Colt Technology Services Group Limited
0010716884,390073,"Michwave Technologies, Inc."
0010729390,470015,"City of Griffin, Georgia"
0010737641,340051,"Network Innovations, Inc."
0010746295,131106,Reynolds Telephone Company
0010753986,131431,Viola Holding Company
0010763969,190102,Community Telecom Services
0010766228,130500,"First Step Internet, LLC"
0010856284,131425,Verizon Communications Inc.
0010969780,131397,"UniTek, Inc."
0011017795,131413,"Windstream Holdings, Inc."
0011119633,130122,Biddeford Internet Corporation
0011125911,131199,Skyline Telephone Membership Corporation
0011167079,400038,"Salsgiver, Inc."
0011210416,330025,Uniti Group Inc.
0011227055,290075,Northwest Open Access Network
0011245867,131226,American Broadband Holding Company
0011272671,131384,Twin Lakes Telephone Cooperative Corporation
0011278702,130233,Chapin Communications Corporation
0011283405,360068,"Pioneer Wireless, Inc."
0011291671,240006,"BalsamWest FiberNET, LLC"
0011307287,190438,"The Iserv Company, LLC"
0011394137,450153,Cherokee Cablevision Inc.
0011396082,130986,Oregon Telephone Corporation
0011411097,130908,"New Windsor Communications, Inc."
0011412129,130690,"Atlas Connectivity, LLC"
0011414059,131396,"MTE Holdings, LLC"
0011421815,220071,Vogtmann Engineering Inc.
0011458999,131309,"TeleGuam Holdings, Inc."
0011475738,131191,"Simply Bits, LLC"
0011496445,131394,Evertek Enterprises
0011548526,131026,"Pencor Services, Inc."
0011562717,240109,Montana Internet Corporation
0011563277,290065,ISP Industries LLC
0011574746,140076,"Reasnor Telephone Company, LLC"
0011581931,131378,Otelco Inc.
0011583515,190133,"Education Networks of America, Inc."
0011585528,330025,Uniti Group Inc.
0011610912,420050,"Global Data Systems, Inc."
0011618238,470091,"Benchmark Communications, LLC"
0011653508,350118,"Workable Programs & Systems, Inc."
0011679826,160127,LICT Corporation
0011687399,190011,"Ace Innovative Networks, Inc."
0011760295,390074,Micro Technology Group Inc.
0011825783,310077,"Velocity Network, Inc."
0011862927,440186,Direct Management Company
0011915014,131486,Wilkes Telephone Membership Corporation
0011919917,300051,"Ednetics, Inc."
0011928140,130416,Doylestown Telephone Company
0011971553,450041,Designs For Learning
0011987070,131167,"Schurz Communications, Inc."
0012004347,380086,"Network Tool and Die Company, Inc."
0012037123,170025,CMS Internet LLC
0012080057,280059,"Teliax, Inc."
0012141842,420187,"Golden Belt Telephone Association, Inc"
0012144150,460631,Nex-Tech Wireless
0012147906,130270,City of Barnesville Municipal Telephone
0012167557,340010,"Barr Tell USA, Inc."
0012207346,130011,"Adak Eagle Enterprises, LLC"
0012312963,160127,LICT Corporation
0012328621,420110,Rocky Mountain Internet Inc.
0012361036,470021,"Concho Valley Electric Cooperative, Inc."
0012369286,130627,"Hughes Network Systems, LLC"
0012390167,350028,Communication Services Integrated Inc.
0012434809,130804,Mediacom Communications Corp.
0012441952,130254,Cincinnati Bell Inc.
0012467163,350086,"Sentinel Technologies, Inc."
0012486437,130254,Cincinnati Bell Inc.
0012527156,130282,City of Wadsworth
0012540670,430059,"Netrix, LLC"
0012641163,130226,"Central Oklahoma Telephone Co., LLC"
0012662698,131395,"United Telephone Association, Inc."
